Id,SalePrice,OverallQual,ExterQual,ExterCond,OverallCond,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,LotArea,BsmtFullBath,BsmtHalfBath,YearBuilt,FullBath,HalfBath,TotRmsAbvGrd,BedroomAbvGr,KitchenAbvGr,HeatingQC,GarageCars,OpenPorchSF,YearRemodAdd,YrSold,PoolArea,WoodDeckSF,MasVnrArea,KitchenQual,Fireplaces,GarageArea,Neighborhood,MSZoning,BldgType,Functional,MSSubClass,Condition1,LotConfig,MasVnrType,SaleType,SaleCondition,Foundation,HouseStyle,Stories,HasPorch,IsRemodelled,PropertyAge,TotalBath,HasPool,HasDeck,OverallGrade,ExterGrade,TotalArea,CoreArea,Neighborhood_label,MSZoning_label,BldgType_label,Functional_label,MSSubClass_label,Condition1_label,LotConfig_label,MasVnrType_label,SaleType_label,SaleCondition_label,Foundation_label
252,235000,8,4,3,5,1573,1625,0,1625,4750,1,1,2006,3,1,5,2,1,5,2,0,2007,2,0,123,481.0,4,1,538,Crawfor,RM,TwnhsE,Typ,120,Norm,Inside,BrkFace,Deed,Abnorml,PConc,1Story,1,0,0,1,3.5,0,1,40,12,4823,3198,6,4,4,6,0,2,4,1,2,0,3
253,173000,6,4,3,5,798,798,842,1640,8366,0,0,2004,2,1,6,3,1,5,2,45,2004,3,0,138,0.0,4,0,520,SawyerW,RL,1Fam,Typ,60,Norm,Inside,None,Deed,Normal,PConc,2Story,2,1,1,4,2.5,0,1,30,12,4078,2438,20,3,0,6,9,2,4,2,2,1,3
254,158000,6,3,3,7,1302,1302,0,1302,9350,0,1,1964,2,1,7,3,1,5,1,0,1991,2,0,333,108.0,4,0,309,NAmes,RL,1Fam,Min1,80,Norm,Inside,BrkFace,Cash,Normal,CBlock,SLvl,S,0,0,43,2.5,0,1,42,9,3906,2604,12,3,0,2,12,2,4,1,1,1,1
255,145000,5,3,4,6,1314,1314,0,1314,8400,1,0,1957,2,0,5,3,1,3,1,0,1957,5,0,250,0.0,3,0,294,NAmes,RL,1Fam,Typ,20,Norm,Inside,None,Deed,Normal,CBlock,1Story,1,0,1,53,2.0,0,1,30,12,3942,2628,12,3,0,6,4,2,4,2,2,1,1
256,230000,7,4,3,5,975,1005,1286,2291,8738,0,0,1999,2,1,8,4,1,5,2,0,1999,1,0,192,302.0,4,1,429,Gilbert,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,PConc,2Story,2,0,1,7,2.5,0,1,35,12,5557,3266,8,3,0,6,9,2,4,1,2,1,3
257,207500,6,4,3,5,864,864,864,1728,8791,0,0,2003,2,1,7,3,1,5,2,56,2003,3,0,216,0.0,4,0,673,Somerst,FV,1Fam,Typ,60,Norm,Inside,None,Deed,Normal,PConc,2Story,2,1,1,5,2.5,0,1,30,12,4320,2592,21,1,0,6,9,2,4,2,2,1,3
258,220000,7,4,3,5,1604,1604,0,1604,8814,1,0,2006,3,1,8,3,1,5,2,110,2006,4,0,123,180.0,4,1,660,CollgCr,RL,1Fam,Typ,20,Norm,Inside,BrkFace,Deed,Abnorml,PConc,1Story,1,1,1,3,3.5,0,1,35,12,4812,3208,5,3,0,6,4,2,4,1,2,0,3
259,231500,7,4,3,5,963,963,829,1792,12435,0,0,2001,2,1,7,3,1,5,2,96,2001,3,0,0,172.0,4,1,564,CollgCr,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,PConc,2Story,2,1,1,7,2.5,0,0,35,12,4547,2755,5,3,0,6,9,2,4,1,2,1,3
260,97000,5,3,3,5,0,882,0,882,12702,0,0,1956,1,0,4,2,1,4,1,45,1956,3,0,0,0.0,3,0,308,OldTown,RM,1Fam,Typ,20,Norm,Inside,None,Deed,Normal,PConc,1Story,1,1,1,52,1.0,0,0,25,9,1764,882,17,4,0,6,4,2,4,2,2,1,3
261,176000,6,3,3,5,1362,1382,0,1382,19296,1,0,1962,2,0,6,3,1,3,2,0,1962,4,0,0,399.0,3,1,884,NAmes,RL,1Fam,Typ,80,Artery,Corner,BrkFace,Deed,Normal,CBlock,SLvl,S,0,1,47,2.0,0,0,30,9,4126,2744,12,3,0,6,12,0,0,1,2,1,1
262,276000,8,4,3,5,1482,1482,1092,2574,9588,0,0,2007,2,1,10,3,1,5,3,148,2007,2,0,0,270.0,5,1,868,CollgCr,RL,1Fam,Typ,60,Norm,Inside,BrkFace,New,Partial,PConc,2Story,2,1,1,0,2.5,0,0,40,12,6630,4056,5,3,0,6,9,2,4,1,3,2,3
263,151000,6,3,3,7,506,1212,0,1212,8471,1,0,1977,2,0,6,3,1,3,2,12,1995,1,0,292,46.0,3,1,492,Sawyer,RL,1Fam,Typ,80,Norm,Corner,BrkFace,Deed,Normal,CBlock,SLvl,S,1,0,29,2.0,0,1,42,9,2930,1718,19,3,0,6,12,2,0,1,2,1,1
264,130000,5,3,3,7,926,926,0,1316,5500,1,0,1929,2,0,6,3,1,3,2,0,2001,5,0,0,0.0,3,0,484,OldTown,RM,1Fam,Typ,50,Norm,Corner,None,Deed,Normal,BrkTil,1.5Fin,1,0,0,81,2.0,0,0,35,9,3168,2242,17,4,0,6,8,2,0,2,2,1,0
265,73000,5,3,3,5,680,764,0,764,5232,0,0,1925,1,0,4,2,1,4,2,0,2004,3,0,0,0.0,3,0,504,OldTown,RM,1Fam,Typ,30,Artery,Inside,None,Deed,Normal,BrkTil,1Story,1,0,0,83,1.0,0,0,25,9,2208,1444,17,4,0,6,5,0,4,2,2,1,0
266,175500,6,3,4,6,1422,1422,0,1422,12090,0,0,1981,2,0,7,3,1,3,2,0,1981,3,0,276,210.0,4,1,576,NWAmes,RL,1Fam,Typ,20,Norm,Inside,BrkFace,Deed,Normal,CBlock,1Story,1,0,1,27,2.0,0,1,36,12,4266,2844,14,3,0,6,4,2,4,1,2,1,1
267,185000,6,3,3,5,802,802,709,1511,11207,1,0,1997,3,1,8,3,1,4,2,75,1997,1,0,95,0.0,3,1,413,Gilbert,RL,1Fam,Typ,60,Norm,FR2,None,Deed,Normal,PConc,2Story,2,1,1,9,3.5,0,1,30,9,3824,2313,8,3,0,6,9,2,2,2,2,1,3
268,179500,5,3,3,8,720,1052,720,2192,8400,0,0,1939,2,1,8,4,1,5,1,24,1997,3,0,262,0.0,4,1,240,SWISU,RL,1Fam,Typ,75,Norm,Inside,None,Deed,Normal,PConc,2.5Fin,2,1,0,69,2.5,0,1,40,9,4684,2912,18,3,0,6,11,2,4,2,2,1,3
269,120500,5,3,3,6,740,778,0,778,6900,0,0,1940,1,0,4,2,1,5,1,25,1955,3,0,0,0.0,3,1,924,IDOTRR,RM,1Fam,Typ,30,Norm,Inside,None,Deed,Normal,CBlock,1Story,1,1,0,68,1.0,0,0,30,9,2296,1518,9,4,0,6,5,2,4,2,2,1,1
270,148000,6,3,4,7,1143,1113,0,1113,7917,1,0,1976,2,1,6,3,1,3,1,30,1976,2,0,370,174.0,3,1,504,Edwards,RL,1Fam,Typ,20,Norm,Corner,BrkFace,Deed,Normal,CBlock,1Story,1,1,1,31,2.5,0,1,42,12,3369,2256,7,3,0,6,4,2,0,1,2,1,1
271,266000,8,4,3,5,1095,1095,844,1939,10728,0,0,2006,2,1,8,3,1,4,3,51,2006,1,0,192,0.0,4,1,1053,Somerst,FV,1Fam,Typ,60,Norm,Inside,None,New,Partial,PConc,2Story,2,1,1,0,2.5,0,1,40,12,4973,3034,21,1,0,6,9,2,4,2,3,2,3
272,241500,7,3,3,7,1385,1363,0,1363,39104,1,0,1954,2,0,5,2,1,5,2,0,2005,3,0,81,0.0,3,2,439,ClearCr,RL,1Fam,Mod,20,Norm,CulDSac,None,Deed,Normal,CBlock,1Story,1,0,0,54,2.0,0,1,49,9,4111,2748,4,3,0,4,4,2,1,2,2,1,1
273,290000,8,4,3,7,1152,1164,1106,2270,11764,0,0,1999,2,1,9,4,1,5,3,57,2007,5,0,132,348.0,4,1,671,NoRidge,RL,1Fam,Typ,60,Norm,CulDSac,BrkFace,Deed,Normal,PConc,2Story,2,1,0,11,2.5,0,1,56,12,5692,3422,15,3,0,6,9,2,1,1,2,1,3
274,139000,6,3,3,6,1240,1632,0,1632,9600,1,0,1958,3,0,6,3,1,4,1,0,1988,4,0,289,183.0,3,1,338,NAmes,RL,1Fam,Min1,20,Feedr,Inside,BrkCmn,Deed,Normal,CBlock,1Story,1,0,0,51,3.0,0,1,36,9,4504,2872,12,3,0,2,4,1,4,0,2,1,1
275,124500,5,3,3,7,816,816,0,816,8314,0,0,1982,1,0,5,2,1,3,1,0,1982,2,0,168,0.0,3,0,264,Mitchel,RL,1Fam,Typ,20,Norm,Corner,None,Deed,Normal,CBlock,1Story,1,0,1,25,1.0,0,1,35,9,2448,1632,11,3,0,6,4,2,0,2,2,1,1
276,205000,7,4,4,7,952,952,596,1548,7264,0,0,1925,2,1,5,3,1,4,2,0,2007,4,0,74,0.0,5,0,672,BrkSide,RL,1Fam,Typ,50,Norm,Inside,None,Deed,Normal,BrkTil,1.5Fin,1,0,0,84,2.5,0,1,49,16,4048,2500,3,3,0,6,8,2,4,2,2,1,0
277,201000,7,4,3,5,1560,1560,0,1560,9196,0,0,2003,2,0,7,3,1,5,2,150,2003,5,0,100,0.0,4,0,573,Mitchel,RL,1Fam,Typ,20,Norm,Inside,None,Deed,Normal,PConc,1Story,1,1,1,7,2.0,0,1,35,12,4680,3120,11,3,0,6,4,2,4,2,2,1,3
278,141000,4,3,3,5,864,864,0,864,19138,0,0,1951,1,0,4,2,1,5,2,0,1951,5,0,0,0.0,3,0,400,Gilbert,RL,1Fam,Typ,20,Norm,Corner,None,Deed,Normal,CBlock,1Story,1,0,1,59,1.0,0,0,20,9,2592,1728,8,3,0,6,4,2,0,2,2,1,1
279,415298,9,5,3,5,2121,2121,0,2121,14450,0,0,2006,2,1,8,3,1,5,3,98,2007,2,0,124,315.0,5,1,732,NridgHt,RL,1Fam,Typ,20,Norm,Inside,BrkFace,New,Partial,PConc,1Story,1,1,0,1,2.5,0,1,45,15,6363,4242,16,3,0,6,4,2,4,1,3,2,3
280,192000,7,3,3,5,1160,1156,866,2022,10005,0,0,1977,2,1,8,4,1,5,2,117,1977,3,0,288,299.0,3,1,505,ClearCr,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,CBlock,2Story,2,1,1,31,2.5,0,1,35,9,5204,3182,4,3,0,6,9,2,4,1,2,1,1
281,228500,7,4,3,6,807,1175,807,1982,11287,0,0,1989,2,1,7,3,1,4,2,84,1989,2,0,0,340.0,4,1,575,SawyerW,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,CBlock,2Story,2,1,1,18,2.5,0,0,42,12,4771,2789,20,3,0,6,9,2,4,1,2,1,1
282,185000,6,4,3,5,1262,1262,0,1262,7200,0,0,2006,2,0,5,2,1,4,2,120,2006,1,0,0,68.0,4,0,572,Somerst,FV,1Fam,Typ,20,Norm,Inside,BrkFace,New,Partial,PConc,1Story,1,1,1,0,2.0,0,0,30,12,3786,2524,21,1,0,6,4,2,4,1,3,2,3
283,207500,7,4,3,5,1314,1314,0,1314,5063,1,0,2007,3,0,6,2,1,5,2,62,2008,4,0,172,166.0,4,1,626,NridgHt,RL,Twnhs,Typ,120,Norm,Inside,BrkFace,CO,Normal,PConc,1Story,1,1,0,2,3.0,0,1,35,12,3942,2628,16,3,3,6,0,2,4,1,0,1,3
284,244600,8,4,3,5,1468,1468,0,1468,9612,0,0,2008,2,0,6,3,1,5,3,150,2009,4,0,210,72.0,4,1,898,Somerst,RL,1Fam,Typ,20,Feedr,Inside,BrkFace,New,Partial,PConc,1Story,1,1,0,1,2.0,0,1,40,12,4404,2936,21,3,0,6,4,1,4,1,3,2,3
285,179200,6,4,3,5,1575,1575,0,1575,8012,1,0,1992,3,0,5,2,1,4,2,0,1992,2,0,0,0.0,4,0,529,SawyerW,RL,TwnhsE,Typ,120,Norm,Inside,None,Deed,Normal,PConc,1Story,1,0,1,15,3.0,0,0,30,12,4725,3150,20,3,4,6,0,2,4,2,2,1,3
286,164700,7,4,3,5,625,625,625,1250,4251,0,0,2006,2,1,5,2,1,5,2,54,2007,2,0,0,0.0,4,0,528,Somerst,FV,TwnhsE,Typ,160,Norm,Inside,None,New,Partial,PConc,2Story,2,1,0,1,2.5,0,0,35,12,3125,1875,21,1,4,6,1,2,4,2,3,2,3
287,159000,6,3,3,7,912,1085,649,1734,9786,0,0,1962,1,1,7,3,1,3,2,0,1981,1,0,0,0.0,4,1,440,NAmes,RL,1Fam,Typ,50,Norm,Inside,None,Deed,Normal,CBlock,1.5Fin,1,0,0,44,1.5,0,0,42,9,4380,2646,12,3,0,6,8,2,4,2,2,1,1
288,88000,4,3,3,4,858,858,0,858,8125,0,0,1971,1,0,5,3,1,3,0,0,1971,1,0,0,0.0,3,0,0,NAmes,RL,1Fam,Typ,20,Norm,Corner,None,Deed,Normal,CBlock,1Story,1,0,1,35,1.0,0,0,16,9,2574,1716,12,3,0,6,4,2,0,2,2,1,1
289,122000,5,3,4,5,882,900,0,900,9819,0,0,1967,1,0,5,3,1,3,1,0,1967,5,0,0,31.0,3,0,280,Sawyer,RL,1Fam,Typ,20,Norm,Inside,BrkFace,Deed,Normal,CBlock,1Story,1,0,1,43,1.0,0,0,25,12,2682,1782,19,3,0,6,4,2,4,1,2,1,1
290,153575,6,3,3,7,698,698,698,1396,8730,0,0,1915,1,0,7,3,1,5,1,0,2003,2,0,0,0.0,3,0,384,BrkSide,RL,1Fam,Typ,70,RRAn,Inside,None,Deed,Normal,BrkTil,2Story,2,0,0,92,1.0,0,0,42,9,3490,2094,3,3,0,6,10,6,4,2,2,1,0
291,233230,8,4,3,5,1079,1079,840,1919,15611,0,0,2006,2,1,8,3,1,5,2,51,2006,1,0,0,0.0,4,1,685,CollgCr,RL,1Fam,Typ,60,Norm,Inside,None,New,Partial,PConc,2Story,2,1,1,0,2.5,0,0,40,12,4917,2998,5,3,0,6,9,2,4,2,3,2,3
292,135900,5,3,2,6,780,936,780,1716,5687,1,0,1912,3,0,9,6,1,5,0,184,2000,3,0,0,0.0,2,0,0,SWISU,RL,2fmCon,Typ,190,Norm,Inside,None,Deed,Normal,PConc,2Story,2,1,0,96,3.0,0,0,30,6,4212,2496,18,3,1,6,3,2,4,2,2,1,3
293,131000,5,3,3,4,768,1148,568,1716,11409,0,0,1949,1,1,8,3,1,4,1,0,2008,4,0,0,0.0,3,1,281,Edwards,RL,1Fam,Min2,50,Norm,Inside,None,Deed,Normal,CBlock,1.5Fin,1,0,0,60,1.5,0,0,20,9,4200,2484,7,3,0,3,8,2,4,2,2,1,1
294,235000,7,3,3,7,795,1468,795,2263,16659,1,0,1977,3,1,9,3,1,2,2,250,1994,1,0,0,34.0,4,1,539,NWAmes,RL,1Fam,Typ,60,PosA,Corner,BrkFace,Deed,Normal,CBlock,2Story,2,1,0,29,3.5,0,0,49,9,5321,3058,14,3,0,6,9,3,0,1,2,1,1
295,167000,6,3,3,5,1416,1644,0,1644,9600,1,0,1953,2,0,7,3,1,3,2,0,1953,4,0,110,238.0,3,2,418,NAmes,RL,1Fam,Typ,20,Norm,Inside,BrkFace,Deed,Normal,CBlock,1Story,1,0,1,56,2.0,0,1,30,9,4704,3060,12,3,0,6,4,2,4,1,2,1,1
296,142500,6,3,3,6,1003,1003,0,1003,7937,1,0,1984,2,0,6,3,1,3,2,0,1984,1,0,120,0.0,3,0,588,Mitchel,RL,1Fam,Typ,80,Norm,CulDSac,None,Deed,Normal,CBlock,SLvl,S,0,1,22,2.0,0,1,36,9,3009,2006,11,3,0,6,12,2,1,2,2,1,1
297,152000,5,3,3,5,910,910,648,1558,13710,0,0,1950,1,1,6,4,1,3,1,0,1950,2,0,289,0.0,3,0,282,IDOTRR,RM,1Fam,Typ,50,Norm,Inside,None,Deed,Normal,CBlock,1.5Fin,1,0,1,57,1.5,0,1,25,9,4026,2468,9,4,0,6,8,2,4,2,2,1,1
298,239000,7,4,3,5,975,975,975,1950,7399,0,0,1997,2,1,7,3,1,5,2,10,1998,2,0,0,1600.0,4,1,576,Somerst,FV,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,PConc,2Story,2,1,0,10,2.5,0,0,35,12,4875,2925,21,1,0,6,9,2,4,1,2,1,3
299,175000,6,4,3,6,702,1041,702,1743,11700,0,1,1968,1,3,7,3,1,4,2,0,1968,2,0,224,365.0,3,1,539,NWAmes,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,CBlock,2Story,2,0,1,39,2.5,0,1,36,12,4188,2445,14,3,0,6,9,2,4,1,2,1,1
300,158500,6,3,4,8,1092,1152,0,1152,14000,0,1,1950,1,1,6,3,1,5,1,36,2004,4,0,0,0.0,4,1,300,Crawfor,RL,1Fam,Typ,20,Norm,Inside,None,Deed,Abnorml,CBlock,1Story,1,1,0,59,1.5,0,0,48,12,3396,2244,6,3,0,6,4,2,4,2,2,0,1
301,157000,5,3,3,5,1165,1336,0,1336,15750,1,0,1953,2,0,5,2,1,3,1,0,1953,1,0,0,56.0,3,2,375,Crawfor,RL,2fmCon,Typ,190,Norm,Corner,BrkFace,Deed,Normal,CBlock,1Story,1,0,1,53,2.0,0,0,25,9,3837,2501,6,3,1,6,3,2,0,1,2,1,1
302,267000,8,4,3,5,1028,1210,1242,2452,16226,0,0,1998,2,1,9,4,1,5,2,50,1999,2,0,208,0.0,4,1,683,CollgCr,RL,1Fam,Typ,60,Norm,Inside,None,Deed,Normal,PConc,2Story,2,1,0,9,2.5,0,1,40,12,5932,3480,5,3,0,6,9,2,4,2,2,1,3
303,205000,7,4,3,5,1541,1541,0,1541,13704,0,0,2001,2,0,6,3,1,5,3,81,2002,1,0,468,150.0,4,1,843,CollgCr,RL,1Fam,Typ,20,Norm,Corner,BrkFace,Deed,Normal,PConc,1Story,1,1,0,5,2.0,0,1,35,12,4623,3082,5,3,0,6,4,2,0,1,2,1,3
304,149900,5,3,3,7,894,894,0,894,9800,1,0,1972,2,0,5,3,1,3,2,0,1972,1,0,256,0.0,3,0,552,CollgCr,RL,1Fam,Typ,20,Norm,Corner,None,Deed,Abnorml,PConc,1Story,1,0,1,34,2.0,0,1,35,9,2682,1788,5,3,0,6,4,2,0,2,2,0,3
305,295000,7,3,3,9,1470,1675,1818,3493,18386,0,0,1880,3,0,10,3,1,5,3,0,2002,3,0,302,0.0,4,1,870,OldTown,RM,1Fam,Typ,75,Norm,Inside,None,Deed,Normal,BrkTil,2.5Fin,2,0,0,128,3.0,0,1,63,9,8456,4963,17,4,0,6,11,2,4,2,2,1,0
306,305900,8,4,3,5,2000,2000,0,2000,10386,1,0,2004,3,0,8,3,1,5,3,0,2005,2,0,168,246.0,4,0,888,CollgCr,RL,1Fam,Typ,20,Norm,Inside,BrkFace,Deed,Normal,PConc,1Story,1,0,0,3,3.0,0,1,40,12,6000,4000,5,3,0,6,4,2,4,1,2,1,3
307,225000,7,4,3,5,700,1122,1121,2243,13474,1,0,1990,3,1,8,4,1,4,3,44,1991,2,0,127,246.0,4,1,746,SawyerW,RL,1Fam,Typ,60,Feedr,Inside,BrkFace,Deed,Normal,CBlock,2Story,2,1,0,17,3.5,0,1,35,12,5186,2943,20,3,0,6,9,1,4,1,2,1,1
308,89500,6,3,2,7,319,1035,371,1406,7920,0,0,1920,1,0,6,3,1,3,0,144,1950,3,0,0,0.0,2,0,0,IDOTRR,RM,1Fam,Typ,50,Artery,Inside,None,Deed,Normal,CBlock,1.5Fin,1,1,0,88,1.0,0,0,42,6,3131,1725,9,4,0,6,8,0,4,2,2,1,1
309,82500,4,3,3,5,861,861,0,861,12342,0,0,1940,1,0,4,1,1,5,2,0,1950,4,0,158,0.0,3,0,539,Edwards,RL,1Fam,Typ,30,Norm,Inside,None,Deed,Normal,CBlock,1Story,1,0,0,69,1.0,0,1,20,9,2583,1722,7,3,0,6,5,2,4,2,2,1,1
310,360000,9,4,3,5,1896,1944,0,1944,12378,1,0,2003,3,0,8,3,1,5,3,175,2004,1,0,208,0.0,5,3,708,NridgHt,RL,1Fam,Typ,20,Norm,Inside,None,Deed,Normal,PConc,1Story,1,1,0,3,3.0,0,1,45,12,5784,3840,16,3,0,6,4,2,4,2,2,1,3
311,165600,6,3,3,5,697,697,804,1501,7685,0,0,1993,2,1,6,3,1,4,2,63,1994,1,0,190,112.0,4,1,420,Gilbert,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,PConc,2Story,2,1,0,13,2.5,0,1,30,9,3699,2198,8,3,0,6,9,2,4,1,2,1,3
312,132000,6,3,4,6,972,972,0,972,8000,1,0,1948,2,0,5,2,1,5,1,0,2002,4,0,0,0.0,3,1,240,NAmes,RL,1Fam,Typ,20,Norm,Inside,None,Deed,Normal,CBlock,1Story,1,0,0,61,2.0,0,0,36,12,2916,1944,12,3,0,6,4,2,4,2,2,1,1
313,119900,5,3,3,7,793,793,325,1118,7800,1,0,1939,2,0,5,3,1,3,2,0,1950,1,0,0,0.0,3,1,410,OldTown,RM,2fmCon,Typ,190,Artery,Inside,None,Deed,Normal,CBlock,1.5Fin,1,0,0,67,2.0,0,0,35,9,3029,1911,17,4,1,6,3,0,4,2,2,1,1
314,375000,7,3,3,5,2136,2036,0,2036,215245,2,0,1965,4,0,8,3,1,3,2,0,1965,4,0,0,0.0,3,2,513,Timber,RL,1Fam,Typ,20,Norm,Inside,None,Deed,Normal,CBlock,1Story,1,0,1,44,4.0,0,0,35,9,6208,4172,23,3,0,6,4,2,4,2,2,1,1
315,178000,7,3,3,7,728,832,809,1641,9600,0,1,1925,1,2,6,3,1,5,2,0,1990,1,0,0,0.0,5,1,546,OldTown,RM,1Fam,Typ,70,Norm,Inside,None,Deed,Normal,BrkTil,2Story,2,0,0,81,2.0,0,0,49,9,4010,2369,17,4,0,6,10,2,4,2,2,1,0
316,188500,7,4,3,5,716,716,716,1432,7795,1,0,2004,3,1,6,3,1,5,2,51,2005,4,0,100,0.0,4,1,432,Gilbert,RL,1Fam,Typ,60,Norm,Inside,None,Deed,Normal,PConc,2Story,2,1,0,5,3.5,0,1,35,12,3580,2148,8,3,0,6,9,2,4,2,2,1,3
317,260000,7,4,3,7,845,1153,1200,2353,13005,1,0,1980,3,1,10,4,1,3,2,195,1980,4,0,288,278.0,5,1,484,NWAmes,RL,1Fam,Typ,60,Norm,Corner,BrkFace,Deed,Normal,CBlock,2Story,2,1,1,29,3.5,0,1,49,12,5551,3198,14,3,0,6,9,2,0,1,2,1,1
318,270000,8,4,3,5,1088,1088,871,1959,9000,0,0,2006,2,1,8,3,1,5,3,46,2006,2,0,208,0.0,4,1,1025,Somerst,FV,1Fam,Typ,60,Norm,Inside,None,Deed,Normal,PConc,2Story,2,1,1,1,2.5,0,1,40,12,5006,3047,21,1,0,6,9,2,4,2,2,1,3
319,260000,7,4,3,5,1347,1372,1274,2646,9900,1,0,1993,3,1,9,4,1,5,3,60,1993,4,0,340,256.0,4,1,656,NoRidge,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,PConc,2Story,2,1,1,16,3.5,0,1,35,12,6639,3993,15,3,0,6,9,2,4,1,2,1,3
320,187500,7,3,3,5,1372,1472,0,1472,14115,1,0,1980,3,0,6,3,1,3,2,48,1980,4,0,233,225.0,3,2,588,NWAmes,RL,1Fam,Typ,80,Norm,Inside,BrkFace,Deed,Normal,CBlock,SLvl,S,1,1,29,3.0,0,1,35,9,4316,2844,14,3,0,6,12,2,4,1,2,1,1
321,342643,9,3,3,5,1249,1249,1347,2596,16259,0,0,2006,3,1,9,4,1,5,3,154,2006,1,0,240,370.0,4,0,840,NridgHt,RL,1Fam,Typ,60,Norm,Corner,BrkFace,New,Partial,PConc,2Story,2,1,1,0,3.5,0,1,45,9,6441,3845,16,3,0,6,9,2,0,1,3,2,3
322,354000,8,4,3,5,1136,1136,1332,2468,12099,1,0,2004,3,1,10,4,1,5,3,154,2004,2,0,184,388.0,4,1,872,NridgHt,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,PConc,2Story,2,1,1,3,3.5,0,1,40,12,6072,3604,16,3,0,6,9,2,4,1,2,1,3
323,301000,7,4,3,5,1502,1553,1177,2730,10380,1,0,1986,3,1,8,4,1,5,2,96,1987,2,0,201,172.0,4,1,576,SawyerW,RL,1Fam,Typ,60,Norm,Inside,BrkFace,Deed,Normal,CBlock,2Story,2,1,0,21,3.5,0,1,35,12,6962,4232,20,3,0,6,9,2,4,1,2,1,1
324,126175,3,3,4,8,1162,1163,0,1163,5820,1,0,1955,2,0,6,3,1,5,1,98,2005,1,0,142,0.0,3,0,220,OldTown,RM,1Fam,Typ,20,Norm,Inside,None,Deed,Normal,CBlock,1Story,1,1,0,51,2.0,0,1,24,12,3488,2325,17,4,0,6,4,2,4,2,2,1,1
325,242000,7,4,4,7,710,1898,1080,2978,11275,0,0,1967,2,1,11,5,1,5,2,0,2007,5,0,240,300.0,4,1,564,NAmes,RL,1Fam,Typ,80,PosN,Corner,BrkFace,Deed,Normal,CBlock,SLvl,S,0,0,43,2.5,0,1,49,16,6666,3688,12,3,0,6,12,4,0,1,2,1,1
326,87000,5,3,3,6,720,803,0,803,5000,0,0,1941,1,0,5,2,1,1,2,0,1950,2,0,0,0.0,3,0,360,IDOTRR,RM,1Fam,Typ,45,RRAe,Inside,None,Deed,Normal,CBlock,1.5Unf,1,0,0,66,1.0,0,0,30,9,2326,1523,9,4,0,6,7,5,4,2,2,1,1
327,324000,8,4,3,5,1719,1719,0,1719,10846,2,0,1993,3,1,6,1,1,5,2,30,1993,3,0,122,0.0,4,2,473,Veenker,RL,TwnhsE,Typ,120,Norm,CulDSac,None,CO,Normal,PConc,1Story,1,1,1,15,3.5,0,1,40,12,5157,3438,24,3,4,6,0,2,1,2,0,1,3
328,145250,6,3,3,5,1383,1383,0,1383,11600,0,0,1960,1,1,7,3,1,3,1,45,1960,1,0,0,175.0,3,0,292,NAmes,RL,1Fam,Typ,20,Norm,Inside,BrkFace,Deed,Normal,CBlock,1Story,1,1,1,46,1.5,0,0,30,9,4149,2766,12,3,0,6,4,2,4,1,2,1,1
329,214500,6,3,3,6,844,1445,689,2134,11888,0,0,1916,2,0,10,5,1,4,2,60,1994,4,0,0,0.0,4,0,441,BrkSide,RL,1Fam,Typ,75,PosN,Inside,None,Deed,Normal,BrkTil,2.5Unf,2,1,0,93,2.0,0,0,36,9,5112,2978,3,3,0,6,11,4,4,2,2,1,0
330,78000,5,3,3,5,596,596,596,1192,6402,0,0,1920,1,0,6,3,1,3,1,0,1950,4,0,0,0.0,3,0,189,IDOTRR,RM,1Fam,Typ,70,Norm,Corner,None,Deed,Normal,PConc,2Story,2,0,0,89,1.0,0,0,25,9,2980,1788,9,4,0,6,10,2,0,2,2,1,3
331,119000,5,3,3,4,1728,1728,0,1728,10624,0,1,1964,2,1,10,6,2,3,1,0,1964,2,0,155,84.0,3,0,352,NAmes,RL,Duplex,Typ,90,Norm,Inside,BrkFace,Deed,Normal,CBlock,1Story,1,0,1,43,2.5,0,1,20,9,5184,3456,12,3,2,6,14,2,4,1,2,1,1
332,139000,5,3,3,6,1056,1056,0,1056,8176,1,0,1958,2,0,6,3,1,2,1,0,1992,2,0,0,0.0,3,0,308,NAmes,RL,1Fam,Typ,20,Norm,Inside,None,Deed,Normal,CBlock,1Story,1,0,0,49,2.0,0,0,30,9,3168,2112,12,3,0,6,4,2,4,2,2,1,1
333,284000,8,4,3,5,3206,1629,0,1629,10655,1,0,2003,3,0,7,3,1,5,3,0,2004,4,0,0,296.0,4,1,880,NridgHt,RL,1Fam,Typ,20,Norm,Inside,BrkFace,Deed,Normal,PConc,1Story,1,0,0,6,3.0,0,0,40,12,6464,4835,16,3,0,6,4,2,4,1,2,1,3
