OverallQual,TotalArea,GarageCars,PropertyAge,MSSubClass,MSZoning,Neighborhood,HasPorch,HasDeck,LotConfig,HouseStyle,SaleType,SaleCondition,SalePrice,TotalArea_scaled,PropertyAge_scaled,OverallQual_scaled,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_High,Neighborhood_Low,Neighborhood_Mid,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Normal,SaleCondition_Partial
6,3490,1,92,70,RL,Low,1,0,Inside,2Story,WD,Normal,153575,0.30240034290612944,0.6764705882352942,0.5555555555555556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4917,2,0,60,RL,Mid,1,0,Inside,2Story,New,Partial,233230,0.45531504500642944,0.0,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,4212,0,96,190,RL,Mid,1,0,Inside,2Story,WD,Normal,135900,0.3797685383626232,0.7058823529411764,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,4200,1,60,50,RL,Low,1,0,Inside,1.5Fin,WD,Normal,131000,0.3784826403771967,0.4411764705882353,0.4444444444444445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5321,2,29,60,RL,Mid,1,0,Corner,2Story,WD,Normal,235000,0.49860694384912124,0.21323529411764705,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4704,2,56,20,RL,Low,0,1,Inside,1Story,WD,Normal,167000,0.43249035576510925,0.4117647058823529,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3009,2,22,80,RL,Mid,0,1,CulDSac,SLvl,WD,Normal,142500,0.25085726532361763,0.16176470588235295,0.5555555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5,4026,1,57,50,RM,Low,0,1,Inside,1.5Fin,WD,Normal,152000,0.3598371195885126,0.41911764705882354,0.4444444444444445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4875,2,10,60,FV,Mid,1,0,Inside,2Story,WD,Normal,239000,0.4508144020574368,0.07352941176470588,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4188,2,39,60,RL,Mid,0,1,Inside,2Story,WD,Normal,175000,0.3771967423917702,0.2867647058823529,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3396,1,59,20,RL,Mid,1,0,Inside,1Story,WD,Abnorml,158500,0.2923274753536219,0.4338235294117647,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,3837,1,53,190,RL,Mid,0,0,Corner,1Story,WD,Normal,157000,0.3395842263180454,0.3897058823529412,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,5932,2,9,60,RL,Mid,1,1,Inside,2Story,WD,Normal,267000,0.5640805829404201,0.0661764705882353,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4623,3,5,20,RL,Mid,1,1,Corner,1Story,WD,Normal,205000,0.4238105443634805,0.03676470588235294,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2682,2,34,20,RL,Mid,0,1,Corner,1Story,WD,Abnorml,149900,0.21581654522074578,0.25,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7,8456,3,128,75,RM,Low,0,1,Inside,2.5Fin,WD,Normal,295000,0.8345477925417917,0.9411764705882353,0.6666666666666665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,6000,3,3,20,RL,Mid,0,1,Inside,1Story,WD,Normal,305900,0.5713673381911701,0.022058823529411763,0.7777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5186,3,17,60,RL,Mid,1,1,Inside,2Story,WD,Normal,225000,0.48414059151307326,0.125,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3131,0,88,50,RM,Low,1,0,Inside,1.5Fin,WD,Normal,89500,0.26393056150878696,0.6470588235294118,0.5555555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2583,2,69,30,RL,Low,0,1,Inside,1Story,WD,Normal,82500,0.20520788684097724,0.5073529411764706,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,5784,3,3,20,RL,High,1,1,Inside,1Story,WD,Normal,360000,0.5482211744534934,0.022058823529411763,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3699,2,13,60,RL,Mid,1,1,Inside,2Story,WD,Normal,165600,0.32479639948564076,0.09558823529411764,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,2916,1,61,20,RL,Low,0,0,Inside,1Story,WD,Normal,132000,0.24089155593656236,0.4485294117647059,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3029,2,67,190,RM,Low,1,0,Inside,1.5Fin,WD,Normal,119900,0.25300042863266176,0.4926470588235294,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,6208,2,44,20,RL,High,0,0,Inside,1Story,WD,Normal,375000,0.5936562366052294,0.3235294117647059,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4010,2,81,70,RM,Low,1,0,Inside,2Story,WD,Normal,178000,0.3581225889412773,0.5955882352941176,0.6666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3580,2,5,60,RL,Mid,1,1,Inside,2Story,WD,Normal,188500,0.3120445777968281,0.03676470588235294,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,5551,2,29,60,RL,Mid,1,1,Corner,2Story,WD,Normal,260000,0.523253321903129,0.21323529411764705,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,5006,3,1,60,FV,Mid,1,1,Inside,2Story,WD,Normal,270000,0.46485212173167595,0.007352941176470588,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,6639,3,16,60,RL,High,1,1,Inside,2Story,WD,Normal,260000,0.6398414059151307,0.11764705882352941,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4316,2,29,80,RL,Mid,1,1,Inside,SLvl,WD,Normal,187500,0.39091298756965276,0.21323529411764705,0.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
9,6441,3,0,60,RL,High,1,1,Corner,2Story,New,Partial,342643,0.6186240891555936,0.0,0.8888888888888888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8,6072,3,3,60,RL,High,1,1,Inside,2Story,WD,Normal,354000,0.5790827261037291,0.022058823529411763,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,6962,2,21,60,RL,Mid,1,1,Inside,2Story,WD,Normal,301000,0.6744534933561938,0.15441176470588236,0.6666666666666665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,3488,1,51,20,RM,Low,1,1,Inside,1Story,WD,Normal,126175,0.30218602657522503,0.375,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,6666,2,43,80,RL,Low,0,1,Corner,SLvl,WD,Normal,242000,0.6427346763823404,0.3161764705882353,0.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5,2326,2,66,45,RM,Low,1,0,Inside,1.5Unf,WD,Normal,87000,0.17766823831975997,0.4852941176470588,0.4444444444444445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,5157,2,15,120,RL,Mid,1,1,CulDSac,1Story,Con,Normal,324000,0.4810330047149593,0.11029411764705882,0.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6,4149,1,46,20,RL,Low,1,0,Inside,1Story,WD,Normal,145250,0.37301757393913415,0.3382352941176471,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,5112,2,93,75,RL,Low,1,0,Inside,2.5Unf,WD,Normal,214500,0.47621088726960986,0.6838235294117647,0.5555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2980,1,89,70,RM,Low,1,0,Corner,2Story,WD,Normal,78000,0.2477496785255036,0.6544117647058824,0.4444444444444445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,5184,1,43,90,RL,Low,0,1,Inside,1Story,WD,Normal,119000,0.48392627518216885,0.3161764705882353,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3168,1,49,20,RL,Low,0,0,Inside,1Story,WD,Normal,139000,0.2678954136305186,0.3602941176470588,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,6464,3,6,20,RL,High,0,0,Inside,1Story,WD,Normal,284000,0.6210887269609945,0.044117647058823525,0.7777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4074,2,4,120,RM,High,1,1,FR3,1Story,WD,Normal,207000,0.36498071153021855,0.029411764705882353,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4219,2,10,60,RL,Mid,1,1,Inside,2Story,WD,Normal,192000,0.3805186455207887,0.07352941176470588,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,5071,2,43,190,RL,High,0,1,Corner,1.5Fin,WD,Normal,228950,0.47181740248606946,0.3161764705882353,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,5766,3,2,20,RL,High,1,1,Corner,1Story,WD,Normal,377426,0.5462923274753536,0.014705882352941176,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4608,2,6,20,RL,Mid,1,1,Inside,1Story,WD,Normal,214000,0.42220317188169737,0.044117647058823525,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4450,2,22,20,RL,Mid,1,1,Corner,1Story,WD,Normal,202500,0.4052721817402486,0.16176470588235295,0.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3645,1,51,20,RL,Low,1,0,Inside,1Story,WD,Normal,155000,0.3190098585512216,0.375,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,4783,2,8,60,RL,High,0,1,Inside,2Story,WD,Normal,202900,0.4409558508358336,0.058823529411764705,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,2403,1,59,20,RH,Mid,1,1,Inside,1Story,WD,Normal,82000,0.18591941705957993,0.4338235294117647,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,2080,2,57,90,RL,Low,0,0,Inside,1Story,WD,Normal,87500,0.1513073296185169,0.41911764705882354,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,5052,2,3,120,RL,High,1,1,Inside,1Story,WD,Normal,266000,0.4697813973424774,0.022058823529411763,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,2760,1,34,160,RM,Low,0,1,Inside,2Story,WD,Normal,85000,0.224174882126018,0.25,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4126,1,67,50,RL,Low,0,0,Inside,1.5Fin,WD,Normal,140200,0.37055293613373336,0.4926470588235294,0.5555555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,2874,1,47,20,RL,Low,0,0,CulDSac,1Story,WD,Normal,151500,0.23639091298756965,0.34558823529411764,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4434,2,49,20,RL,Low,1,0,Inside,1Story,WD,Normal,157500,0.4035576510930133,0.3602941176470588,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,4016,2,5,160,RL,High,1,0,Inside,2Story,WD,Normal,154000,0.3587655379339905,0.03676470588235294,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,7304,3,1,60,RL,High,0,0,Inside,2Story,New,Partial,437154,0.7111015859408487,0.007352941176470588,0.8888888888888888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9,5607,2,0,120,RL,High,1,1,Inside,1Story,New,Partial,318061,0.5292541791684526,0.0,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7,4359,2,20,120,RL,Mid,1,0,Inside,1Story,WD,Abnorml,190000,0.3955207886840977,0.14705882352941177,0.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,2838,1,67,50,RL,Low,0,1,Inside,1.5Fin,ConLw,Normal,95000,0.23253321903129015,0.4926470588235294,0.4444444444444445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,2064,2,82,30,RM,Low,0,1,Inside,1Story,WD,Normal,105900,0.14959279897128158,0.6029411764705882,0.5555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4130,1,66,50,RL,Mid,1,0,Inside,1.5Fin,WD,Normal,140000,0.37098156879554217,0.4852941176470588,0.5555555555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3600,2,12,20,RL,Mid,1,0,Inside,1Story,WD,Normal,177500,0.3141877411058722,0.08823529411764705,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3492,2,17,20,RL,Mid,1,1,Inside,1Story,WD,Normal,173000,0.30261465923703385,0.125,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3426,2,31,120,RM,Low,1,1,Inside,1Story,WD,Normal,134000,0.29554222031718813,0.22794117647058823,0.4444444444444445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3766,1,48,80,RL,Mid,1,1,Inside,SLvl,WD,Abnorml,130000,0.3319759965709387,0.3529411764705882,0.4444444444444445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
8,4934,2,8,60,RL,High,1,1,CulDSac,2Story,WD,Normal,280000,0.45713673381911696,0.058823529411764705,0.7777777777777777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,2712,2,29,85,RL,Mid,1,0,CulDSac,SFoyer,WD,Normal,156000,0.219031290184312,0.21323529411764705,0.5555555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3893,1,68,50,RL,Low,0,0,Inside,1.5Fin,WD,Normal,145000,0.34558508358336903,0.5,0.4444444444444445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7,3844,2,6,85,RL,Low,1,0,Corner,SFoyer,ConLD,Normal,198500,0.34033433347621084,0.044117647058823525,0.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6,2457,1,37,160,RM,Low,0,1,Inside,2Story,WD,Normal,118000,0.19170595799399914,0.27205882352941174,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3944,2,30,60,RL,Mid,1,1,FR2,2Story,WD,Normal,190000,0.3510501500214316,0.22058823529411764,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3360,1,89,70,RM,Low,1,0,Inside,2Story,WD,Normal,147000,0.2884697813973425,0.6544117647058824,0.4444444444444445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4182,2,46,20,RL,Low,1,0,Inside,1Story,WD,Normal,159000,0.376553793399057,0.3382352941176471,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,3961,1,46,80,RL,Low,1,1,Corner,SLvl,WD,Normal,165000,0.35287183883411916,0.3382352941176471,0.5555555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5,3804,1,56,20,RL,Low,1,0,Inside,1Story,WD,Normal,132000,0.3360480068581226,0.4117647058823529,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,3637,2,51,20,RL,Low,1,1,Corner,1Story,WD,Normal,162000,0.3181525932276039,0.375,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6,4281,2,6,60,RL,Mid,1,1,Inside,2Story,WD,Normal,172400,0.3871624517788255,0.044117647058823525,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
